"1","MBL",ond,rwyt,ti,yn,byw,ar,bwys,yr,coleg,ia,?,
"aut"," ","C","VFLE.2S.PRESENT.SPOKEN","R","STAT/in.P","N.M.S","P","N.SM.M.S/pound_(weight).N.SM.M.S/weight.N.SM.M.S/weight.N.SM.M.S","T","N.M.S","UNK","",

"2","MBL",y,brif,brifysgol,?,
"aut"," ","T","A.SM/principal.A.SM","N.SM.F.S/university.N.SM.F.S","",

"3","DIA",ia,tua,bedwar,bloc,.,
"aut"," ","UNK","P/approximately.P/towards.P","A.SM/four_(4,_m).A.SM","N.M.S","",

"4","MBL",be,bedwar,bloc,?,
"aut"," ","I","A.SM/four_(4,_m).A.SM","N.M.S","",

"5","DIA",sí,.,
"aut"," ","UNK","",

"6","MBL",ia,.,
"aut"," ","UNK","",

"7","DIA",dw,i,gallu,mynd,er,.,
"aut"," ","VFLE.1S.PRESENT.SPOKEN","R","VINF","VINF","UNK","",

"8","CRS",cerdded,.,
"aut"," ","VINF","",

"9","DIA",cerdded,i,yr,brifysgol,.,
"aut"," ","VFLE.3S.IMPERATIVE","R","T","N.SM.F.S/university.N.SM.F.S","",

"10","MBL",es,muy,gracioso,.,
"aut"," ","VBSER.PRI.P3.SG","PREADV","ADJ.M.SG","",

"11","DIA",sí,.,
"aut"," ","PRN.TN.REF.P3.MF.SP/yes.ADV","",

"12","MBL",so,funny,siarad,Cymraeg,ni,.,
"aut"," ","UNK","UNK","VINF/talk.VFLE.2S.IMPERATIVE","N.F.S","R","",

"13","CRS",que,?,
"aut"," ","REL.AN.MF.SP/who.CNJSUB/who.CNJCOO","",

"14","CRS",.,
"aut"," ","",

"15","DIA",.,
"aut"," ","",

"16","CRS",er,.,
"aut"," ","UNK","",

"17","MBL",mae,o,yn,anodd,i,fi,siarad,Cymraeg,efo,ffrindiau,o,fan,hyn,achos,gyntaf,iaith,ni,yw,Sbaeneg,.,
"aut"," ","VFLE.3S.PRESENT","R.M.S","STAT","A","P","R","VINF","N.F.S","P","N.M.P","R.M.S","N.SM.MF.S","R","N.M.S","A.SM/first_(1st,_first_decade_only).A.SM","N.F.S","PART-NEG/we.R","VFLE.3S.PRESENT","NAME","",

"18","CRS",Sbaeneg,.,
"aut"," ","NAME","",

