"langid","surface","auto","count","filename"
"cym&spa","Orson","name","1","14"
"cym&spa","Oscar","name","3","21,42"
"cym&spa","Osian","name","4","8,36"
"cym&spa","Owens","name","4","7,22"
"cym&spa","Pajarito","name","1","22"
"cym&spa","Owain","name","9","10,14,18,19"
"cym&spa","Palermo","name","3","1"
"cym&spa","Paloma","name","6","23,34,42"
"cym&spa","Panama","name","4","2"
"cym&spa","Pant","name","1","35"
"cym&spa","Pant_Glas","name","1","35"
"cym&spa","Papuchi","name","1","38"
"cym&spa","Paris","name","4","14"
"cym&spa","Pant_Y_March","name","5","18"
"cym&spa","Parque_Egresados","name","1","23"
"cym&spa","Parry","name","2","2"
"cym&spa","Pascuala","name","1","7"
"cym&spa","pasta","pasta.N.SG","5","4,19"
"cym&spa","Patagones","name","1","14"
"cym&spa","Patoruzu","name","2","4"
"cym&spa","Patagonia","name","10","3,4,6,8,11,16,19,20,32"
"cym&spa","patio","patio.N.SG","1","18"
"cym&spa","Pauline","name","1","8"
"cym&spa","Pedra","name","3","38,42"
"cym&spa","Pedro","name","4","7,9"
"cym&spa","Pedr_Owens","name","1","22"
"cym&spa","Pedro_Pena_Santiago","name","1","6"
"cym&spa","Penri_Jones","name","1","20"
"cym&spa","Pentre_Sydyn","name","1","35"
"cym&spa","Percy","name","4","24,35"
"cym&spa","Pen_y_Cae","name","2","22"
"cym&spa","Pererid","name","1","19"
"cym&spa","Pérez","name","1","21"
"cym&spa","peso","peso.N.SG","6","2,28,34"
"cym&spa","pesos","peso.N.SG+PL","1","7"
"cym&spa","piano","piano.N.SG","18","2,8,10,19,29,38"
"cym&spa","Phoebe","name","4","24"
"cym&spa","Peter","name","6","24,27"
"cym&spa","Pico_Truncado","name","2","7"
"cym&spa","Pico_Trucado","name","2","7"
"cym&spa","Picurú","name","1","9"
"cym&spa","Pilate","name","1","26"
"cym&spa","Plascoed","name","6","7"
"cym&spa","Playa","name","4","2"
"cym&spa","pitsa","unk","1","7,9"
"cym&spa","Playa_Union","name","2","18"
"cym&spa","Pontypridd","name","2","26"
"cym&spa","Poppy","name","1","10"
"cym&spa","Porth_Martyr","name","1","4"
"cym&spa","post","post.N.SG","1","2"
"cym&spa","Porth_Madryn","name","4","4,6,9,10,23,26"
"cym&spa","presento","unk","2","12"
"cym&spa","Powell","name","4","35,41"
"cym&spa","Price","name","4","6,7,24"
"cym&spa","programs","program.N.SG+PL","1","42"
"cym&spa","Pugh","name","4","35"
"cym&spa","Punta_Cuevas","name","1","16"
"cym&spa","Quincies","name","4","21"
"cym&spa","Quinto","name","2","2"
"cym&spa","Rachel","name","2","22"
"cym&spa","Rachel_Huws","name","1","38"
"cym&spa","Rafael","name","1","38"
"cym&spa","Raimundo","name","1","2"
"cym&spa","Radio_Nacional","name","1","26"
"cym&spa","Raimundo_Garcia","name","1","12"
"cym&spa","Raimundo_Davies","name","2","12"
"cym&spa","Raina","name","1","23"
"cym&spa","Ramona","name","2","8"
"cym&spa","Rawson","name","20","2,3,4,6,7,34,42"
"cym&spa","Raquel","name","1","2"
"cym&spa","Regina","name","2","6"
"cym&spa","Reyna","name","5","23"
"cym&spa","Reyes","name","1","19"
"cym&spa","Reynardo","name","2","42"
"cym&spa","Rhian","name","6","2,3,4,6,9"
"cym&spa","Rhondda","name","1","35"
"cym&spa","Rhodri_Jones","name","1","6"
"cym&spa","Rhun_Roberts","name","1","4"
"cym&spa","Rhuthin","name","1","14"
"cym&spa","Rhymni","name","1","6"
"cym&spa","Richard","name","4","20,24,41"
"cym&spa","Richard_Williams","name","4","24"
"cym&spa","Ricardo","name","3","20,42"
"cym&spa","Richards","name","18","2,24,28,36,42"
"cym&spa","Ricky","name","1","23"
"cym&spa","Río_Gallegos","name","1","38"
"cym&spa","Rita","name","1","42"
"cym&spa","Rita_Cabello","name","1","8"
"cym&spa","Rivadavia","name","1","10"
"cym&spa","Nina","name","8","38,42"
"cym&spa","Roberto","name","7","21,23"
"cym&spa","Robert_Pritchard","name","2","35"
"cym&spa","Roberts","name","5","24,26,35"
"cym&spa","Robert_Utah_Pritchard","name","1","24"
"cym&spa","Robin","name","1","2"
"cym&spa","Robina","name","1","36"
"cym&spa","Robin_Williams","name","4","22"
"cym&spa","Roca","name","1","42"
"cym&spa","Rockerfeller_Center","name","1","9"
"cym&spa","Roddaist","name","1","14"
"cym&spa","Rodger","name","2","19"
"cym&spa","Rodrigo","name","1","12"
"cym&spa","Rogers","name","2","2"
"cym&spa","Ronald","name","2","38"
"cym&spa","Rosalina","name","3","14"
"cym&spa","Rosamaria","name","2","2"
"cym&spa","rotary_club","unk","1","7"
"cym&spa","Rubén","name","1","38"
"cym&spa","Ruth","name","1","22"
"cym&spa","Ruth_Huws","name","1","22"
"cym&spa","Sabina","name","2","24"
"cym&spa","Sali_Mali","name","4","10,19"
"cym&spa","Salazar","name","3","16"
"cym&spa","Sali","name","1","7,25"
"cym&spa","Sally","name","5","2"
"cym&spa","Sally_Richards","name","1","2"
"cym&spa","salsa","unk","2","29"
"cym&spa","Sam_Griffiths","name","3","24"
"cym&spa","Sam","name","3","8,10"
"cym&spa","Sam_Evans","name","4","8"
"cym&spa","Sam_Rhys","name","3","6"
"cym&spa","Samuel","name","10","12,24"
"cym&spa","Sanchez","name","3","14"
"cym&spa","Sandra_Ann","name","2","20"
"cym&spa","sanduich","unk","1","22"
"cym&spa","sandwijys","unk","1","22"
"cym&spa","Sandy","name","3","20,23"
"cym&spa","San_Juan","name","3","1"
"cym&spa","Sans","name","2","16"
"cym&spa","San_Martin","name","1","28"
"cym&spa","San_Roque","name","3","22"
"cym&spa","Santa_Fe","name","1","22"
"cym&spa","Sara","name","3","1,6,8"
"cym&spa","Sarmiento","name","1","14"
"cym&spa","Sara_Morris","name","1","6"
"cym&spa","Sasha","name","1","34"
"cym&spa","Saskia","name","2","34"
"cym&spa","Sbonc","name","6","4"
"cym&spa","Sean","name","1","21"
"cym&spa","Seion","name","7","2,7,20,26,36,41"
"cym&spa","Selene","name","4","14"
"cym&spa","sentimedr","unk","1","35"
"cym&spa","Serafina","name","3","24,41"
"cym&spa","Seren","name","2","28"
"cym&spa","Ship","name","1","26"
"cym&spa","Siân","name","1","24"
"cym&spa","Shamila","name","1","29"
"cym&spa","Sian","name","3","2,14,28,42"
"cym&spa","Sian_Richards","name","1","42"
"cym&spa","Siancin","name","2","19"
"cym&spa","Siân_Roberts","name","1","24"
"cym&spa","Siarli_Morris","name","1","32"
"cym&spa","Sieras","name","1","14"
"cym&spa","siësta","unk","1","10"
"cym&spa","Simon_Wheaty","name","1","22"
"cym&spa","Sinci_Siancin","name","1","19"
"cym&spa","Sion","name","1","3"
"cym&spa","Sioned_Orwig","name","1","6"
"cym&spa","Sioned_Owens","name","1","7"
"cym&spa","Sioned","name","14","3,8,14,22,24,34,41"
"cym&spa","Sion_Tomos","name","1","3"
"cym&spa","Sir_Aberteifi","name","1","3"
"cym&spa","Siwan","name","19","6,7,14,38"
"cym&spa","so","so.ADV","1","1,14"
"cym&spa","Soar","name","1","3"
"cym&spa","Socorro_Alvarez","name","1","14"
"cym&spa","Sofia","name","2","19"
"cym&spa","Sol","name","1","2"
"cym&spa","Sonia","name","5","7,21,28"
"cym&spa","Sprite","name","1","19"
"cym&spa","Steffan","name","3","12"
"cym&spa","Steddfod","name","1","11,14,30,31,39"
"cym&spa","Susan","name","5","2,7,24,38"
"cym&spa","Susie","name","2","14"
"cym&spa","Swyn","name","1","14"
"cym&spa","Talysarn","name","3","3"
"cym&spa","Sylvia","name","6","7,19,26"
"cym&spa","Talsarn","name","2","3"
"cym&spa","Tammy","name","2","21"
"cym&spa","te","te.N.SG","3","9,41"
"cym&spa","Tegwared","name","1","2"
"cym&spa","Tegai","name","1","1"
"cym&spa","Tehuelche","name","1","22"
"cym&spa","Tehuelches","name","2","6"
"cym&spa","Telma","name","2","7,8"
"cym&spa","Terry","name","3","22"
"cym&spa","teliffon","unk","1","8,22,31,42"
"cym&spa","Teresa","name","3","9"
"cym&spa","Teniente_Origone","name","1","16"
"cym&spa","Terri","name","5","21"
"cym&spa","Thomos","name","1","7"
"cym&spa","Tim","name","3","4,21"
"cym&spa","Tir_Halen","name","3","23"
"cym&spa","Toledo","name","3","26"
"cym&spa","Tom","name","2","21"
"cym&spa","Tomasa","name","1","7"
"cym&spa","Tomos","name","6","6,19"
"cym&spa","Tomos_Morgan","name","4","22"
"cym&spa","Tomos_Huws_Parry","name","1","3"
"cym&spa","Tom_Owen","name","1","36"
"cym&spa","Tomy","name","1","21"
"cym&spa","Robert_Owen_Jones","name","2","3,26"
"eng","boy","boy.N.SG","1","1"
"eng","bye","bye.N.SG","1","1"
"eng","camping","camp.V.PRESPART","1","29"
"eng","en","en.N.SG","1","18"
"eng","class","class.N.SG","1","3"
"eng","day","day.N.SG","1","1"
"eng","funny","funny.ADJ","1","1"
"eng","fridge","fridge.N.SG","1","32"
"eng","fruit","fruit.N.SG","1","4"
"eng","God","name","1","1"
"eng","good","good.ADJ","1","1"
"eng","green","green.N.SG","1","37"
"eng","How_green_is_me_valley","name","1","35"
"eng","hospital","hospital.N.SG","1","1,14"
"eng","hyacinth","hyacinth.N.SG","1","30"
"eng","keep","keep.V.INFIN","1","1"
"eng","in","in.PREP","1","1"
"eng","my","my.ADJ.POSS.1S","1","1"
"eng","nevaba","unk","1","18"
"eng","Mold","name","1","2"
"eng+cym","nine_deg_tri","unk","1","16"
"eng","November","name","1","1"
"eng","profit","profit.N.SG","1","37"
"cym&spa?

","pilates","\N","1","38"
"eng","pub","pub.N.SG","1","1"
"eng","salads","salad.N.PL","1","22"
"eng","secret","secret.ADJ","1","39"
"eng","smoke","smoke.V.INFIN","1","16"
"eng","si","si.N.SG","2","14"
"eng","sí","unk","4","11,16,18,20,21,27,38,41"
"eng","south","south.N.SG","1","1"
"eng","squares","square.N.PL","1","1"
"eng","stand","stand.V.INFIN","3","1"
"eng","strange","strange.ADJ","1","1"
"eng","that","that.DEM.FAR","1","3"
"eng","to","to.PREP","2","3"
"cym&spa","Trefor_Abraham_Huws","name","1","6"
"eng","touch","touch.N.SG","1","1"
"cym&spa","Tregaron","name","1","3"
"cym&spa","Treorci","name","6","12,18"
"cym&spa","Tres_sauces","name","1","42"
"cym&spa","Trisha","name","3","7"
"cym&spa","Tristan","name","1","24"
"cym&spa","Treuddyn","name","4","3"
"cym&spa","Trochita","name","1","29"
"cym&spa","Trystan","name","1","12"
"cym&spa","Tulio","name","3","24,41"
"cym&spa","Tudur","name","12","18,24,42"
"cym&spa","tsians","unk","2","7,35"
"cym&spa","T_V_R","name","1","20"
"cym&spa","Twm","name","7","12"
"cym&spa","Twm_Williams","name","5","41"
"cym&spa","Tydi_a","name","1","14"
"cym&spa","Tŷ_yr_Halen","name","1","3"
"cym&spa","Ulises","name","1","7"
"cym&spa","uh","unk","1","16,20,24,35,41"
"cym&spa","Uníon","name","4","2"
"eng","United_Nations","name","1","26"
"eng","up","up.ADV","3","1"
"cym&spa","Uruguay","name","2","2"
"cym&spa","Utah","name","2","35"
"cym&spa","Urdd","Urdd.N.F.SG","9","1,3,4,24,34,39"
"cym&spa","Valdes","name","1","18"
"cym&spa","Vanesa","name","1","23"
"cym&spa","Valmai","name","2","15,36"
"cym&spa","Vaughan","name","1","3"
"cym&spa","Veda","name","2","8"
"cym&spa","Vernon","name","2","26"
"cym&spa","Veronica","name","2","2,8"
"cym&spa","Via_Blanca","name","1","7"
"cym&spa","Via","name","1","7"
"cym&spa","Victor","name","2","36"
"cym&spa","Victoria","name","1","8"
"cym&spa","video","video.N.SG","1","35"
"cym&spa","Vilma","name","1","21"
"cym&spa","Vincent","name","4","8"
"cym&spa","violín","unk","2","8"
"cym&spa","visa","visa.N.SG","3","14,26"
"cym&spa","Vivian","name","1","9"
"cym&spa","Vista","name","1","4"
"cym&spa","Viviana","name","1","10"
"cym&spa","waw","waw.N.SG","2","28"
"cym&spa","Wendy","name","6","1"
"cym&spa","well","well.ADV","1","19"
"eng","Welsh","Welsh.N.SG","1","1"
"cym&spa","Wendy_Pina","name","1","41"
"eng","why","why.REL","2","3"
"cym&spa","Wi_Fi","name","1","28"
"eng","wilderness","wilderness.N.SG","1","3"
"cym&spa","Wilfredo","name","1","7"
"cym&spa","Williams","name","3","10,26"
"cym&spa","Winston_Lewis","name","1","7"
"cym&spa","Wlpan","name","3","10,38"
"cym&spa","Wmffre","name","1","8"
"cym&spa","Wladfa","name","2","3,5,26,29,36"
"cym&spa","Wrexham","name","3","2"
"cym&spa","wow","wow.IM","1","34"
"cym&spa","Wyn","name","5","9,22"
"cym&spa","Wynn","name","1","24"
"cym&spa","Wyre","name","1","35"
"cym&spa","xx","unk","2","21"
"cym&spa","Xxx","name","1","10"
"cym&spa","Yara","name","1","29"
"cym&spa","yeah","yeah.ADV","5","19"
"eng","you","you.PRON.SUB.2SP","1","3"
"cym&spa","Yr_Arglwydd_Yw_Fy_Mugail","name","1","14"
"cym&spa","Ysbryd_y_nos","name","1","20"
"cym&spa","Ysgol_Camwy","name","1","29"
"cym&spa","Zanetta","name","1","2"
"eng","and","and.CONJ","4","1"
"spa","abierto","open.ADJ.M.SG[or]open.V.M.SG.PASTPART","2","29"
"spa","abiertos","open.ADJ.M.PL[or]open.V.M.PL.PASTPART","2","20,33"
"spa","abogada","solicitor.N.F.SG","2","42"
"spa","abrir","open.V.INFIN","3","15"
"spa","abre","open.V.23S.PRES","1","20"
"spa","abrieron","open.V.3P.PAST","1","42"
"spa","abuela","grandmother.N.F.SG","1","18"
"spa","abuelo","grandmother.N.M.SG","3","6,21,38"
"spa","aburre","bore.V.23S.PRES","2","38"
"spa","aburría","bore.V.13S.IMPERF","1","38"
"spa","aburrido","boring.ADJ.M.SG[or]bore.V.M.SG.PASTPART","3","11"
"spa","aburrimiento","boredom.N.M.SG","1","25"
"spa","acá","here.ADV","40","9,11,15,18,20,21,25,31,32,33,34,38,39"
"spa","accidentaba","unk","1","15"
"spa","accesoria","unk","1","34"
"spa","aceite","oil.N.M.SG","1","19"
"spa","acento","accent.N.M.SG","1","38"
"spa","aclara","clear.V.23S.PRES","1","8"
"spa","acordaba","remind.V.13S.IMPERF","1","21"
"spa","acordé","remind.V.1S.PAST","1","32"
"spa","acostada","unk","1","15"
"spa","acordás","unk","1","9,11"
"spa","acostarse","unk","1","9"
"spa","acróbatos","unk","2","10"
"spa","actividades","activity.N.F.PL","1","16"
"spa","acto","act.N.M.SG","7","14,29"
"spa","acuerda","remind.V.23S.PRES","1","38"
"spa","actualmente","presently.ADV","1","42"
"spa","acuerde","remind.V.123S.SUBJ.PRES","1","33"
"spa","A_C_V","name","1","30"
"spa","adelantada","advance.V.F.SG.PASTPART","1","11"
"spa","adelanto","advancement.N.M.SG","1","38"
"spa","además","moreover.ADV","4","9,32,38"
"spa","aderezos","unk","1","9"
"spa","adentro","inside.ADV","4","9,15,33"
"spa","admirado","admire.V.M.SG.PASTPART","1","16"
"spa","A_D_N","name","2","34"
"spa","afortunadamente","thankfully.ADV","1","21"
"spa","agarrá","unk","2","33"
"spa","agarran","unk","2","9,38"
"spa","agarrar","unk","1","21"
"spa","agarraron","unk","1","21"
"spa","agarro","unk","1","21"
"spa","agasajado","unk","1","42"
"spa","agasajar","unk","1","9"
"spa","agenda","diary.N.F.SG","2","25,34"
"spa","agradecerle","appreciate.V.INFIN+LE[PRON.MF.3S]","1","21"
"spa","agradecimiento","gratitude.N.M.SG","1","33"
"spa","agropecuaria","unk","2","7,18"
"spa","agua","water.N.F.SG","6","9,11,25"
"spa","aguantás","unk","1","38"
"spa","aguantando","stand.V.PRESPART","1","38"
"spa","aguanto","stand.V.1S.PRES","1","32"
"spa","ahí","there.ADV","59","9,11,15,16,18,20,21,25,28,32,33,34,38,41,42"
"spa","aja","unk","1","41"
"spa","ahora","now.ADV","53","9,11,15,16,18,20,21,25,32,33,38,39,42"
"spa","aire","air.N.M.SG","2","16,20"
"spa","al","to_the.PREP+DET.DEF.M.SG","31","9,11,15,16,20,21,23,25,28,34,38,42"
"spa","alcanza","manage.V.23S.PRES","2","9"
"spa","alambre","wire.N.M.SG","2","25"
"spa","alegrías","joy.N.F.PL","1","21"
"spa","Alba","name","1","7,21,33,34"
"spa","Alemán","name","3","16"
"spa","álgebra","algebra.N.F.SG","1","3"
"spa","algodones","cotton.N.M.PL","1","32"
"spa","Alemanes","name","2","16"
"spa","alguien","someone.PRON.MF.SG","3","9,32"
"spa","alguna","some.ADJ.F.SG","1","33"
"spa","algún","some.ADJ.M.SG","1","33"
"spa","algunas","some.PRON.F.PL","1","9"
"spa","algunos","some.ADJ.M.PL","1","9"
"spa","alimentos","food.N.M.PL","2","29"
"spa","allá","there.ADV","12","1,6,9,15,18,21,32,33,38"
"spa","almuerzo","breakfast.N.M.SG","5","8,21,32,42"
"spa","allí","there.ADV","2","18,42"
"spa","almorzar","unk","1","21"
"spa","alojaron","billet.V.3P.PAST","1","42"
"spa","alpargata","espadrille.N.F.SG","1","21"
"spa","alpargatas","espadrille.N.F.PL","2","32"
"spa","alpargatazo","unk","1","21"
"spa","alta","high.ADJ.F.SG","2","21"
"spa","alternativa","alternative.N.F.SG[or]alternative.ADJ.F.SG","1","9"
"spa","altitas","unk","1","38"
"spa","alto","high.ADJ.M.SG[or]high.ADV","2","18"
"spa","altos","high.ADJ.M.PL","1","11"
"spa","alumnitos","unk","2","9"
"spa","amargas","bitter.ADJ.F.PL","1","9"
"spa","ambiental","ambient.ADJ.M.SG","1","16"
"spa","ambulancia","ambulance.N.F.SG","1","30"
"spa","amiga","friend.N.F.SG","1","21"
"spa","amigas","friend.N.F.PL","1","38"
"spa","amigo","friendly.ADJ.M.SG[or]friend.N.M.SG","1","11"
"spa","amigos","friend.N.M.PL","3","21,32"
"spa","amiguito","unk","1","38"
"spa","amiguita","unk","2","38"
"spa","amor","love.N.M.SG","3","34,37"
"spa","análisis","analysis.N.M","1","25"
"spa","analizar","analyse.V.INFIN","1","15"
"spa","anatomía","anatomy.N.F.SG","1","16"
"spa","ancho","wide.N.M.SG","1","7"
"spa","andá","walk.V.2P.IMPER.PRECLITIC","3","33"
"eng&spa","living","unk","1","20"
"eng&spa","Pérez","name","1","21"
"spa","abejas","bee.N.F.PL","1","9"
"es","rin","unk","1","16"
"spa","armar","arm.V.INFIN","1","33"
"spa","arqueólogo","archaeologist.N.M.SG","1","37"
"spa","arreglaba","fix.V.13S.IMPERF","1","38"
"spa","andan","walk.V.23P.PRES","2","9,21"
"spa","anécdotas","anecdote.N.F.PL","2","11"
"spa","andando","walk.V.PRESPART","3","21,32"
"spa","Angélica","name","1","24"
"spa","angosta","narrow.ADJ.F.SG","1","20"
"spa","ánimo","encouragement.N.M.SG","1","34"
"spa","año","year.N.M.SG","37","9,11,15,16,20,21,38"
"spa","anotar","note.V.INFIN","1","16"
"spa","anoche",".ADV[or]last_night.ADV","5","15,33"
"spa","años","year.N.M.PL","17","11,15,16,20,21,32,38"
"spa","anotaba","note.V.13S.IMPERF","1","11"
"spa","anotarlo","note.V.INFIN+LO[PRON.M.3S]","1","16"
"spa","Antarctica","name","1","16"
"spa","Antártica","name","1","11"
"spa","antártida","unk","1","16"
"spa","Antártida","name","1","23"
"spa","ante","elk.PREP","1","33"
"spa","anterior","previous.ADJ.M.SG","3","1,15,21"
"spa","antes","before.ADV","14","15,16,20,21,38"
"spa","anteriores","previous.ADJ.M.PL","1","9"
"spa","aparte","aside.ADV","5","21,38"
"spa","aparatico","apparatus.N.M.SG","1","33"
"spa","Antonio","name","1","9,16,19,20,21,38"
"spa","apellido","surname.N.M.SG","2","18,21"
"spa","aplanadora","unk","2","18"
"spa","apoyo","support.N.M.SG","2","11"
"spa","aprende","learn.V.23S.PRES","1","21"
"spa","aprendiste","learn.V.2S.PAST","1","34"
"spa","aprovechar",".V.INFIN","1","9"
"spa","apurada","unk","1","15"
"spa","apuradas","unk","1","33"
"spa","aquí","here.ADV","1","1"
"spa","Argentinos","name","1","16"
"spa","armadas","arm.V.F.PL.PASTPART","2","33"
"spa","arreglaron","fix.V.3P.PAST","1","38"
"spa","arriba","arrive.V.23S.PRES[or]up.ADV[or]arrive.V.2S.IMPER","4","18,20"
"spa","arsenal","arsenal.N.M.SG","1","16"
"spa","arte","art.N.M","1","26"
"spa","Arte","name","3","28"
"spa","artesanía","unk","1","26"
"spa","articulación","joint.N.F.SG","1","38"
"spa","arvejas","unk","4","9"
"spa","asado","unk","40","7,9,12,15,21,22,26,28,30,32,33,37,38,41,42"
"spa","asados","unk","1","38"
"spa","asfaltando","tarmac.V.PRESPART","1","38"
"spa","asfalto","tarmac.N.M.SG[or]tarmac.V.1S.PRES","3","18"
"spa","aserrín","unk","2","24"
"spa","así","thus.ADV","69","1,7,8,9,11,15,16,18,20,21,30,32,33,38,41"
"spa","asientos","seat.N.M.PL","1","23"
"spa","asiento","seat.N.M.SG","1","18"
"spa","asignar","assign.V.INFIN","1","34"
"spa","asilo","asylum.N.M.SG","1","7"
"spa","asisto","assist.V.1S.PRES","1","25"
"spa","asociación","association.N.F.SG","1","14"
"spa","asturiano","unk","1","9"
"spa","asunto","subject.N.M.SG","2","9,15"
"spa","atención","attention.N.F.SG","6","16,20,21"
"spa","atendiendo","attend.V.PRESPART","1","9"
"spa","atento","attentive.ADJ.M.SG[or]attack.V.1S.PRES","1","21"
"spa","atracción","pull.N.F.SG","1","16"
"spa","atuendo","unk","1","42"
"spa","auditorium","unk","1","37"
"spa","aumentar","rise.V.INFIN","1","14"
"spa","aún","unk","1","25"
"spa","auto","car.N.M.SG","6","15,25,32"
"spa","autocar","coach.N.M.SG","1","16"
"spa","Australia","name","1","26,42"
"spa","avenida","avenue.N.F.SG","5","1,25,31,42"
"spa","averiguá","unk","1","21"
"spa","averiguó","unk","1","15"
"spa","avión","plane.N.M.SG","1","16"
"spa","avocamos","unk","1","21"
"spa","avisar","unk","1","9"
"spa","ayer","yesterday.ADV","5","9,20,28"
"spa","ayudarte","help.V.INFIN+TE[PRON.MF.2S]","1","32"
"spa","ayudar","help.V.INFIN","2","32"
"spa","azúcar","sugar.N.M.SG","5","9,34"
"spa","azul","blue.ADJ.M.SG","1","4"
"spa","babú","unk","1","25"
"spa","baja","lower.V.2S.IMPER","1","9"
"spa","bajan","lower.V.23P.PRES","1","18"
"spa","bajaban","lower.V.3P.IMPERF","1","33"
"spa","bajar","lower.V.INFIN","2","20"
"spa","bajarse","lower.V.INFIN+SE[PRON.MF.3S]","1","21"
"spa","bajaritos","unk","1","42"
"spa","bajo","lower.V.1S.PRES","1","21"
"spa","ballena","whale.N.F.SG","1","14"
"spa","banda","band.N.F.SG","1","42"
"spa","bandeja","tray.N.F.SG","1","20"
"spa","bandera","flag.N.F.SG","2","38"
"spa","bandoneón","unk","1","8"
"spa","bandurrías","unk","1","24"
"spa","baquiano","unk","1","22"
"spa","barbaridad","atrocity.N.F.SG","1","9"
"spa","bárbaro","barbaric.ADJ.M.SG","2","34,38"
"spa","barrio","quarter.N.M.SG","3","9,16"
"spa","básico","basic.ADJ.M.SG","1","38"
"spa","basura","rubbish.N.F.SG","1","18"
"spa","B_B_C","name","1","22,41"
"spa","batería","battery.N.F.SG","2","25"
"spa","beso","kiss.N.M.SG","1","34"
"spa","Berta","name","2","19,20,38"
"spa","andamos","walk.V.1P.PRES","1","41"
"spa","bicicleta","bike.N.F.SG","2","8,16"
"spa","bienes","well.N.M.PL","1","38"
"spa","bigotes","moustache.N.M.PL","1","21"
"spa","bilingüe","bilingual.ADJ.M.SG","1","26"
"spa","biológica","biological.ADJ.F.SG","1","34"
"spa","bisabuelo","unk","2","42"
"spa","bisnieta","unk","4","20,22"
"spa","bisnietos","great-grandson.N.M.PL","1","6"
"spa","bisonte","unk","5","9"
"spa","boca","mouth.N.F.SG","4","18,28,33"
"spa","bocina","horn.N.F.SG","1","2"
"spa","boliche","unk","2","29"
"spa","bombachas","unk","2","38"
"spa","bonitas","pretty.ADJ.F.PL","2","9,20"
"spa","bonito","pretty.ADJ.M.SG","4","20,30,33"
"spa","borrego","unk","1","36"
"spa","bosques","wood.N.M.PL","1","39"
"spa","brackets","unk","1","25"
"spa","bravas","unk","1","21"
"spa","brujita","unk","1","38"
"spa","buen","good.ADJ.M.SG","4","14,16,18"
"spa","buenas","well.ADJ.F.PL","3","20,33,39"
"spa","buenísimas","well.ADJ.SUP.F.PL","1","34"
"spa","buenísimo","well.ADJ.SUP.M.SG","8","33,38"
"spa","bueno","well.ADJ.M.SG[or]well.IM","3","33,34,39"
"spa","buenos","well.ADJ.M.PL","1","42"
"spa","buscaba","seek.V.13S.IMPERF","1","21"
"spa","Buenos_Aires","name","1","1,3,7,8,9,12,14,16,20,22,23,26,28,29,32,35,41,42"
"spa","buscando","seek.V.PRESPART","3","9,21,38"
"spa","buscar","seek.V.INFIN","4","9,18,33"
"spa","buzos","diver.N.M.PL","1","34"
"spa","buzo","diver.N.M.SG","1","34"
"spa","caballo","horse.N.M.SG","3","18"
"spa","cabeza","head.N.F.SG","1","21"
"spa","cabezas","head.N.F.PL","1","10"
"spa","cada","every.ADJ.MF.SG","5","9,20,25"
"spa","cable","wire.N.M.SG","7","9,25,33"
"spa","caen","fall.V.23P.PRES","1","21"
"spa","caer","fall.V.INFIN","2","9,21"
"spa","café","coffee.N.M.SG","3","9,19"
"spa","cagada","shit.V.F.SG.PASTPART","1","33"
"spa","caída","fall.N.F.SG","1","28"
"spa","cajetas","unk","1","20"
"spa","cajitas","unk","1","20"
"spa","cajón","drawer.N.M.SG","2","9,19"
"spa","calefacción","heating.N.F.SG","1","22"
"spa","calefón","unk","1","22"
"spa","calorías","calorie.N.F.PL","2","14"
"spa","cama","bed.N.F.SG","7","11,21,30,33"
"spa","camas","bed.N.F.PL","2","38"
"spa","cambia","shift.V.23S.PRES","2","9,15"
"spa","cambian","shift.V.23P.PRES","1","20"
"spa","cambiado","shift.V.M.SG.PASTPART","1","21"
"spa","cambiamos","shift.V.1P.PRES[or]shift.V.1P.PAST","1","21"
"spa","cambiar","shift.V.INFIN","2","9,15"
"spa","cambio","switch.N.M.SG","6","9,16,21,33,38,39"
"spa","cambió","shift.V.3S.PAST","3","15"
"spa","caminaba","walk.V.13S.IMPERF","1","20"
"spa","caminando","walk.V.PRESPART","1","38"
"spa","caminar","walk.V.INFIN","3","20"
"spa","caminas","walk.V.2S.PRES","2","1"
"spa","camino","walk.V.1S.PRES","1","11"
"spa","camorrerita","unk","1","21"
"spa","camioneta","van.N.F.SG","3","31,32,37"
"spa","campamento","camp.N.M.SG","1","29"
"spa","campamentos","camp.N.M.PL","1","7"
"spa","campaña","campaign.N.F.SG","1","14"
"spa","campanadas","chime.N.F.PL","1","16"
"spa","campanita","unk","2","38"
"spa","canal","channel.N.M.SG","2","18,21"
"spa","canastita","unk","3","16"
"spa","canción","song.N.F.SG","1","38"
"spa","caño","unk","1","18"
"spa","canoso","unk","1","21"
"spa","cansada","tired.ADJ.F.SG","1","38"
"spa","cansado","tired.ADJ.M.SG","1","20"
"spa","cansé","unk","1","20"
"spa","cantan","sing.V.23P.PRES","2","38"
"spa","cantar","sing.V.INFIN","1","33"
"spa","cantaste","sing.V.2S.PAST","1","33"
"spa","cantidad","quantity.N.F.SG","4","9,18"
"spa","capaz","capable.ADJ.M.SG","2","33,34"
"spa","cantó","sing.V.3S.PAST","1","33"
"spa","capilla","chapel.N.F.SG","2","11,21"
"spa","caprichosa","wayward.ADJ.F.SG","1","21"
"spa","caprichosos","wayward.ADJ.M.PL","2","21"
"spa","cara","face.N.F.SG","7","33,38"
"spa","caramelito","unk","1","9"
"spa","cardiólogo","cardiologist.N.M.SG","2","9"
"spa","carelis","unk","1","9"
"spa","cargar","load.V.INFIN","1","34"
