"langid","surface","auto","count","filename"
"cym","flynedd","years.N.F.PL+SM","12","4,12,19,22,24,26,28,31,35"
"cym","flynyddau","years.N.F.PL.NSTAN+SM","2","6,31"
"cym","flynyddoedd","years.N.F.PL+SM","26","2,3,5,7,11,12,22,24,26,30,35,39,42"
"cym","fobl","unk","16","2,3,9,11,24,35,41"
"cym","fochyn","pig.N.M.SG+SM","1","11"
"cym","fod","be.V.INFIN+SM","220","2,3,5,6,7,8,9,11,12,14,16,18,19,20,21,22,23,25,26,28,29,30,31,32,33,34,35,36,37,38,39,41,42"
"cym","fodlon","content.ADJ+SM","3","5,8,11"
"cym","fodryb","aunt.N.F.SG+SM","4","6,31,42"
"cym","for","so.ADV+SM","1","2"
"cym","fordd","unk","1","14"
"cym","fore","morning.N.M.SG+SM","3","9,31,38"
"cym","fory","tomorrow.ADV","29","3,4,5,7,12,14,19,23,29,32,33,39"
"cym","fotor","unk","1","30"
"cym","fraich","arm.N.F.SG+SM","1","19"
"cym","fraint","privilege.N.MF.SG+SM","6","5,7,35,39"
"cym","frawd","brother.N.M.SG+SM","12","6,11,14,19,28,29,31"
"cym","freak","unk","2","28"
"cym","frechdan","unk","1","33"
"cym","frecwast","breakfast.N.MF.SG+SM","3","19"
"cym","freezer","unk","7","9,25,31,32"
"cym","freuddwyd","dream.N.MF.SG+SM","1","35"
"cym","fría","unk","1","27"
"cym","frics","unk","1","8"
"cym","frifo","hurt.V.INFIN+SM","1","32"
"cym","frío","unk","6","18,27"
"cym","fron","almost.ADV+SM[or]breast.N.F.SG+SM","1","38"
"cym","frith","unk","3","24,31"
"cym","frongoch","unk","1","24"
"cym","frown","brown.ADJ+SM","1","19"
"cym","frutales","unk","1","27"
"cym","frys","haste.N.M.SG+SM","2","7,30"
"cym","fu","be.V.3S.PAST+SM","9","2,3,5,7,21,22,35"
"cym","fuan","soon.ADJ+SM","8","2,14,23,26,32,34,41"
"cym","fuasai","be.V.3S.PLUPERF+SM","3","3,25,37"
"cym","fuason","unk","5","11,22"
"cym","ffens","fence.N.F.SG","1","31"
"cym","fudur","unk","2","31"
"cym","fue","unk","1","27"
"cym","fueron","unk","2","27"
"cym","fuego","unk","2","27"
"cym","fues","unk","61","2,3,7,9,11,14,16,20,21,22,24,26,30,31,34,35,36,39"
"cym","fuerza","unk","1","27"
"cym","fuest","be.V.2S.PAST+SM","3","2,4,35"
"cym","fui","unk","4","27"
"cym","fuoch","be.V.2P.PAST+SM","3","8,14,22"
"cym","fuon","be.V.3P.PAST.SPOKEN+SM","30","2,3,8,9,11,14,15,18,20,24,29,30,31,32,35,38,42"
"cym","fuos","unk","1","11"
"cym","fuost","be.V.2S.PAST+SM","2","35,39"
"cym","fuwch","cow.N.F.SG+SM","2","11"
"cym","fwd","mud.N.M.SG+SM","2","11"
"cym","fws","bus.N.M.SG+SM","1","33"
"cym","fwy","more.ADJ.COMP+SM","40","4,5,7,8,9,11,18,21,22,23,24,30,31,32,35,37,38,39,41"
"cym","fwya","biggest.ADJ.SUP+SM","13","4,5,11,21,24,35,36,39,42"
"cym","fwyd","food.N.M.SG+SM","19","5,6,7,9,11,12,16,19,22,32"
"cym","fwysig","unk","1","2"
"cym","fwyta","eat.V.INFIN+SM","16","2,6,9,11,19,21,22,23,32,34"
"cym","fy","my.ADJ.POSS","97","1,2,3,4,5,6,8,10,11,15,16,18,19,20,22,24,26,28,29,31,34,35,37,38,39,41"
"cym","fydda","be.V.1S.FUT+SM","25","4,5,7,8,9,12,28,29,30,31,32,37,41"
"cym","fyddai","be.V.3S.COND+SM","12","5,8,23,24,26,29,31,32,42"
"cym","fyddech","be.V.2P.COND+SM","7","7,8,12,14,18,39"
"cym","fyddet","be.V.2S.COND.SPOKEN+SM","2","12"
"cym","fyddi","be.V.2S.FUT+SM","4","4,5,7,16"
"cym","fyddin","army.N.F.SG+SM","3","11"
"cym","fyddwn","be.V.1P.FUT+SM","4","2,9,11,20"
"cym","fydwraig","midwife.N.F.SG+SM","1","6"
"cym","fyglyd","clammy.ADJ+SM","1","3"
"cym","fym","unk","4","35"
"cym","fynd","go.V.INFIN+SM","236","1,2,3,5,6,7,8,9,11,12,14,15,16,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,39,42"
"cym","fyng","unk","3","24,35"
"cym","fynnodd","insist.V.3S.PAST+SM","1","7"
"cym","fynwent","graveyard.N.F.SG+SM","3","3,4"
"cym","fys","finger.N.M.SG+SM","1","33"
"cym","fysa","finger.V.3S.PRES+SM","13","3,15,19,25"
"cym","fysai","finger.V.3S.IMPERF+SM","20","4,5,7,11,23,31,35,42"
"cym","fysan","finger.V.3P.FUT.SPOKEN+SM","1","31"
"cym","fyswn","finger.V.1S.IMPERF+SM","8","5,7,24,39"
"cym","fysys","buses.N.M.PL+SM","1","8"
"cym","fyta","unk","2","11,30"
"cym","fyw","live.V.INFIN+SM","42","2,3,4,5,6,8,10,11,12,14,20,21,22,23,24,26,29,30,31,35,39,42"
"cym","fywiog","lively.ADJ+SM","2","24,31"
"cym","fywyd","life.N.M.SG+SM","2","11,22"
"cym","ga","unk","6","5,6,11,23,24,31"
"cym","gadair","chair.N.F.SG+SM","9","7,19,20,26,41"
"cym","Gadair","name","1","8"
"cym","gadawa","leave.V.3S.PRES.SPOKEN","1","6"
"cym","gaddo","unk","1","11"
"cym","gadeiriau","chairs.N.F.PL+SM","1","23"
"cym","gadw","keep.V.INFIN+SM","18","5,11,14,18,24,32,37"
"cym","gaea","close.V.2S.IMPER+SM","17","2,5,20,22,23,24,28,35,37,42"
"cym","gaeaf","winter.N.M.SG","6","6,8,9,22,30"
"cym","gaeedig","closed.ADJ+SM","1","23"
"cym","Gaeaf","name","4","9,22,32"
"cym","Gaer","name","1","2"
"cym","Gaerdydd","Cardiff.NAME.PLACE+SM","1","26"
"cym","gaesoch","unk","1","39"
"cym","gaes","unk","4","39"
"cym","gaeson","get.V.1P.PAST.SPOKEN+SM","13","6,7,14,22,39"
"cym","gaeth","captive.ADJ+SM","29","2,7,8,11,22,23,24,30,36,42"
"cym","gaethoch","unk","2","12"
"cym","gaethon","get.V.1P.PAST.SPOKEN+SM","9","2,11,12,14,20,21,23,42"
"cym","gafael","grasp.V.INFIN","6","2,5,8,11,35,36"
"cym","gafon","unk","1","34"
"cym","gafodd","get.V.3S.PAST+SM","10","6,8,11,14,25,26,30"
"cym","gaiff","get.V.3S.PRES+SM","1","7"
"cym","Gaimán","name","1","27"
"cym","gair","word.N.M.SG","28","3,6,7,10,11,15,19,26,28,30,35,37,38,42"
"cym","galed","hard.ADJ+SM","16","3,11,12,19,22,26,34,35"
"cym","gall","be_able.V.3S.PRES[or]be_able.V.2S.IMPER[or]sane.ADJ+SM","1","42"
"cym","galla","be_able.V.13S.PRES.SPOKEN","9","5,8,30,34,35,42"
"cym","gallai","be_able.V.3S.IMPERF","3","9,21,35"
"cym","galle","unk","1","30"
"cym","gallest","unk","1","12"
"cym","gallet","be_able.V.2S.IMPERF.SPOKEN","5","15,30,31,39"
"cym","galleth","unk","1","31"
"cym","galli","get_wiser.V.2S.PRES+SM","1","42"
"cym","gallodd","be_able.V.3S.PAST","2","42"
"cym","galletitas","unk","1","9"
"cym","gallwch","be_able.V.2P.IMPER.SPOKEN","3","34,42"
"cym","gallwn","be_able.V.1P.IMPER","2","3,25"
"cym","gallwn","be_able.V.1P.IMPER[or]be_able.V.1P.PRES","7","19,20,23,41,42"
"cym","galon","heart.N.F.SG+SM","5","14,22"
"cym","galw","call.N.M.SG[or]call.V.2S.IMPER[or]call.V.INFIN","6","7,15,35"
"cym","gam","step.V.INFIN+SM","1","5"
"cym","gamavinas","unk","1","35"
"cym","gampus","unk","1","11"
"cym","gan","with.PREP","11","7,8,9,10,11,12,18,20,23,28"
"cym","gân","song.N.F.SG+SM","3","3,5,35"
"cym","fuddai","unk","7","24"
"cym","gân","song.N.F.SG+SM[or]sing.V.3S.PRES+SM","3","12,20"
"cym","gana","sing.V.3S.PRES.SPOKEN+SM","1","5"
"cym","ganddom","unk","1","37"
"cym","ganddon","unk","1","37"
"cym","ganddyn","with_them.PREP+PRON.3P","3","11,25,30"
"cym","ganeuon","songs.N.F.PL+SM","1","14"
"cym","ganol","middle.N.M.SG+SM","12","4,11,14,20,22,25,31,32"
"cym","ganolfan","centre.N.MF.SG+SM","3","24,34"
"cym","ganslo","cancel.V.INFIN+SM","1","4"
"cym","gant","hundred.N.M.SG+SM","7","5,22,25,36"
"cym","ganwyd","be_born.V.0.PAST[or]sing.V.0.PAST+SM","5","42"
"cym","ganwyllau","unk","1","4"
"cym","gapel","chapel.N.M.SG+SM","4","5,8"
"cym","gar","car.N.M.SG+SM","4","4,11,19,25"
"cym","garddio","garden.V.INFIN","2","20"
"cym","gardd","garden.N.F.SG","4","6,11"
"cym","garej","unk","1","18"
"cym","gariad","love.N.MF.SG+SM","2","26,38"
"cym","garlam","unk","2","11"
"cym","garots","unk","1","31"
"cym","gartef","unk","1","2"
"cym","gartre","home.N.M.SG+SM","9","2,3,24,35"
"cym","gartref","home.N.M.SG+SM","2","24,26"
"cym","garu","love.V.INFIN+SM","2","11"
"cym","garw","rough.ADJ","2","11,24"
"cym","gas","nasty.ADJ+SM","16","3,5,7,9,16,22,30,31,39"
"cym","gás","unk","1","28"
"cym","Gary","name","1","42"
"cym","gast","unk","8","16"
"cym","gasta","unk","1","27"
"cym","gastiog","unk","1","5"
"cym","gath","cat.N.F.SG+SM","7","11,14,30,32"
"cym","gato","unk","2","27"
"cym","gatos","unk","3","27"
"cym","Gaucho_Ffos_Halen","name","1","24"
"cym","gefais","get.V.1S.PAST+SM","2","3"
"cym","gefeillio","twin.V.INFIN","1","16"
"cym","geffyl","horse.N.M.SG+SM","4","8,31,35,42"
"cym","geffylau","horses.N.M.PL+SM","1","35"
"cym","gefn","back.N.M.SG+SM","21","2,3,6,11,22,24,31,39,42"
"cym","gefnau","backs.N.M.PL+SM","1","6"
"cym","geg","mouth.N.F.SG+SM","1","31"
"cym","gegin","kitchen.N.F.SG+SM","12","6,7,9,11,21,22,24,31,34"
"cym","gei","quay.N.M.SG+SM","6","11,33,34,37,39"
"cym","geir","cars.N.M.PL+SM","1","30"
"cym","geirdd","unk","1","11"
"cym","geirfa","vocabulary.N.F.SG","2","15,36"
"cym","geiriadur","dictionary.N.M.SG","1","42"
"cym","geiriau","words.N.M.PL","22","5,9,11,15,18,25,26,36,42"
"cym","geith","get.V.3S.PRES+SM","3","25,36"
"cym","gêm","game.N.F.SG","5","4,10,19"
"cym","gemau","games.N.F.PL","2","4,10"
"cym","geni","be_born.V.INFIN","8","3,11,14,20,22,26"
"cym","gennot","unk","1","28"
"cym","gennych","with_you.PREP+PRON.2P","3","11,18"
"cym","gennym","with_us.PREP+PRON.1P","2","11,25"
"cym","gennyt","with_you.PREP+PRON.2S","2","4,9"
"cym","gente","unk","4","27"
"cym","gêr","gear.N.M.SG","3","35"
"cym","gerdd","music.N.F.SG+SM[or]poem.N.F.SG+SM","10","19,25,26,29,42"
"cym","gerdded","walk.V.INFIN+SM","5","5,7,31,32,36"
"cym","gerddoriaeth","music.N.F.SG+SM","1","35"
"cym","gerio","unk","1","35"
"cym","Germany","name","1","2"
"cym","gés","unk","10","7,11"
"cym","gès","unk","1","35"
"cym","gesio","guess.V.INFIN","1","35"
"cym","geson","unk","1","41"
"cym","gest","get.V.2S.PAST.SPOKEN+SM","4","2,12,20,42"
"cym","gesys","unk","1","33"
"cym","gewch","get.V.2P.PRES+SM","5","5,11,32,33"
"cym","gi","dog.N.M.SG+SM","1","35"
"cym","giat","unk","9","7,37"
"cym","giatau","unk","1","7"
"cym","gilydd","other.N.M.SG+SM","22","2,4,12,19,22,25,26,30,37,39,42"
"cym","ginio","dinner.N.M.SG+SM","11","7,12,14,19,24,30,33,34"
"cym","gitar","unk","2","26,33"
"cym","gitâr","unk","4","11,15,25,38"
"cym","glamp","pile.N.M.SG+SM","6","2,19,24"
"cym","glampen","unk","1","24"
"cym","glan","shore.N.F.SG","4","21,31"
"cym","glanach","clean.ADJ.COMP","1","31"
"cym","glanhau","clean.V.INFIN","11","6,7,14,22,23,28,31,32,34"
"cym","glas","blue.ADJ","9","7,26,34,37,42"
"cym","glasiad","unk","1","25"
"cym","glaw","rain.N.M.SG","17","3,4,12,19,20,22,24,32,35,37,39"
"cym","glawog","unk","1","35"
"cym","glecs","unk","1","35"
"cym","gletsys","unk","1","11"
"cym","glin","knee.N.M.SG","3","2"
"cym","glir","clear.ADJ+SM","3","24,26,28"
"cym","gloc","clock.N.M.SG+SM","3","8"
"cym","gloch","bell.N.F.SG+SM","70","1,3,7,8,9,12,14,18,19,23,25,26,28,29,31,33,35,37,39,41,42"
"cym","gloi","lock.V.INFIN+SM","2","1,32"
"cym","glos","tight.ADJ+SM","2","7"
"cym","gloyw","unk","3","31"
"cym","glustiau","ears.N.MF.PL+SM","1","31"
"cym","glwm","unk","1","24"
"cym","glws","unk","1","30"
"cym","glwyd","unk","2","11"
"cym","glybiau","clubs.N.M.PL+SM","1","4"
"cym","glyfar","clever.ADJ+SM","2","11"
"cym","glymu","tie.V.INFIN+SM[or]mount.V.INFIN+SM","1","18"
"cym","glywais","unk","5","31,32,39"
"cym","glywed","hear.V.INFIN+SM","10","9,11,12,23,31,34,35"
"cym","glywes","unk","2","23,42"
"cym","glywest","unk","2","23"
"cym","ganddi","with_her.PREP+PRON.F.3S","6","11,16,25,34,37,41"
"cym","goch","red.ADJ+SM","10","19,28,31,34,41"
"cym","godi","lift.V.INFIN+SM","11","1,2,5,7,8,11,18,25,37"
"cym","gododd","lift.V.3S.PAST+SM","3","8,23,35"
"cym","godro","milk.V.INFIN","10","6,11,12,14,22,24"
"cym","goed","trees.N.M.SG+SM","12","9,11,18,22,33,39"
"cym","goeden","tree.N.F.SG+SM","2","7,39"
"cym","goes","unk","3","24,31"
"cym","goesau","unk","2","24,32"
"cym","gof","memory.N.M.SG+SM","2","5"
"cym","gofal","care.N.M.SG","1","42"
"cym","gofalu","take_care.V.INFIN","7","5,7,11,23,24"
"cym","gofio","remember.V.INFIN+SM","13","5,7,10,14,19,22,31,41"
"cym","gofynais","unk","1","7"
"cym","gofynna","unk","1","24"
"cym","gofynnais","ask.V.1S.PAST","3","20,38"
"cym","gofynnon","ask.V.1P.PAST.SPOKEN","1","9"
"cym","goginio","cook.V.INFIN+SM","3","5,14"
"cym","gogledd","north.N.M.SG","6","4,5,24,36"
"cym","Gogledd","name","14","10,14,19,26,30"
"cym","go_iawn","unk","1","33"
"cym","golau","light.N.M.SG","5","7,9,11,30"
"cym","golcha","wash.V.2S.IMPER","1","11"
"cym","golchais","wash.V.1S.PAST","1","34"
"cym","golchi","wash.V.INFIN","13","7,11,12,31,34,35,42"
"cym","goleuau","lights.N.M.PL","1","9"
"cym","goleuni","light.N.M.SG","1","9"
"cym","go_lew","rather.ADV","14","2,5,7,9,12,14,19,26,31,39,42"
"cym","goll","missing.ADJ+SM","3","4,6,24"
"cym","golli","lose.V.INFIN+SM","6","4,5,7,25"
"cym","golofn","column.N.F.SG+SM","1","19"
"cym","golomenod","unk","1","24"
"cym","golondrinas","unk","2","27"
"cym","golwg","view.N.F.SG","28","2,6,7,8,12,22,24,30,31,34,35,36,39"
"cym","golygfa","scene.N.F.SG","1","26"
"cym","golygu","edit.V.INFIN","2","4,10"
"cym","gonsert","unk","3","5,41"
"cym","gooseberries","unk","2","14"
"cym","gorau","best.ADJ.SUP","12","3,9,11,19,39"
"cym","gor","over-.PRT","5","14,22"
"cym","gorffen","complete.V.2S.IMPER","5","9,28,30,37,42"
"cym","gordos","unk","1","27"
"cym","gorffenaf","unk","1","42"
"cym","Gorffenaf","name","3","22,29"
"cym","Gorffennaf","July.N.M.SG","2","7"
"cym","gorffennais","complete.V.1S.PAST","1","37"
"cym","gorffenol","unk","2","5"
"cym","gorffenon","unk","1","35"
"cym","gorffod","unk","3","35,41"
"cym","gorffodd","unk","1","35"
"cym","gorfod","have_to.V.INFIN","72","4,6,7,8,9,11,12,14,19,22,23,24,26,30,31,33,34"
"cym","gorfodol","compulsory.ADJ[or]mandatory.ADJ","1","20"
"cym","goriad","unk","8","7"
"cym","gorlan","unk","1","22"
"cym","gormod","too_much.QUANT","47","1,3,7,9,12,14,15,16,20,21,22,23,24,28,30,31,33,34,37,42"
"cym","gornel","corner.N.F.SG+SM","10","2,7,18,31,37"
"cym","gorod","have_to.V.INFIN.SPOKEN","13","4,12"
"cym","gorriones","unk","2","27"
"cym","gorsaf","station.N.F.SG","1","37"
"cym","gorwedd","lie_down.V.INFIN","1","11"
"cym","gorwneud","unk","3","22"
"cym","gorwyres","unk","4","20,22"
"cym","gorwyrion","great-grandchild.N.M.PL","1","6"
"cym","gosi","itch.V.INFIN+SM","1","28"
"cym","gosod","artificial.ADJ[or]place.V.2S.IMPER[or]place.V.INFIN","1","25"
"cym","gostio","cost.V.INFIN+SM","1","7"
"cym","gostwng","decrement.V.INFIN[or]lower.V.INFIN","1","23"
"cym","governor","unk","3","3"
"cym","grac","unk","7","8,15"
"cym","grados","unk","1","27"
"cym","grande","unk","1","27"
"cym","graig","rock.N.F.PL+SM","4","41"
"cym","grandes","unk","2","27"
"cym","grandecitas","unk","1","27"
"cym","grapes","unk","2","21"
"cym","grandotes","unk","1","27"
"cym","gras","unk","1","27"
"cym","gratio","unk","1","31"
"cym","greaduriaid","creatures.N.M.PL+SM","1","5"
"cym","gredu","believe.V.INFIN+SM","2","9,22"
"cym","grefft","handicraft.N.F.SG+SM","2","6,14"
"cym","grefodd","implore.V.3S.PAST+SM","1","24"
"cym","grefyddol","religious.ADJ+SM","1","8"
"cym","greigiau","rocks.N.F.PL+SM","1","41"
"cym","grio","cry.V.INFIN+SM","1","39"
"cym","gritando","unk","1","27"
"cym","griw","crew.N.M.SG+SM","15","6,7,14,30,32,35,39,41"
"cym","Groeg","Greek.N.F.SG","1","6"
"cym","groesawgar","unk","1","31"
"cym","groesawus","unk","2","3,39"
"cym","groesi","cross.V.INFIN+SM","1","18"
"cym","growd","unk","1","14"
"cym","Grutas","name","1","14"
"cym","grŵp","group.N.M.SG","16","15,16,18,20,28,37,41"
"cym","grwt","lad.N.M.SG+SM","1","6"
"cym","gry","strong.ADJ+SM","5","2,12,23"
"cym","gryf","strong.ADJ+SM","4","2,3,22,37"
"cym","gryfach","strong.ADJ.COMP+SM","5","11"
"cym","gul","narrow.ADJ+SM","1","6"
"cym","gwaed","blood.N.M.SG","9","11,14,22,34,37"
"cym","gwaedu","bleed.V.INFIN","1","11"
"cym","gwaelod","bottom.N.M.SG","11","5,6,7,8,11,18,25,31,35"
"cym","gwaethaf","worst.ADJ.SUP","3","11,31"
"cym","gwag","empty.ADJ","1","8"
"cym","gwagu","empty.V.INFIN","1","22"
"cym","gobaith","hope.N.M.SG","4","34,39"
"cym","gwahoddedigion","guests.N.M.PL","1","32"
"cym","gwahoddiad","invitation.N.M.SG","2","14,39"
"cym","gwair","hay.N.M.SG","26","6,8,9,11,18,23,24,26,32,35,36"
"cym","gwallt","hair.N.M.SG","7","9,23,28,30,31,34"
"cym","gwan","weak.ADJ[or]pale.ADJ","1","25"
"cym","gwanwyn","spring.N.M.SG","8","9,37"
"cym","Gwanwyn","name","2","25,32"
"cym","gwartheg","cattle.N.M.PL","10","2,3,11,12,26,31"
"cym","gwario","spend.V.INFIN","4","7,19,30,39"
"cym","gwarthus","unk","1","19"
"cym","gwas","servant.N.M.SG","3","32,36"
"cym","gwasanaethu","serve.V.INFIN","4","4"
"cym","gwasgu","squeeze.V.INFIN","1","7"
"cym","gwastad","flat.ADJ","1","7"
"cym","gwbl","all.ADJ+SM","8","2,8,15,28,31,35,41"
"cym","gwbo","unk","1","37"
"cym","gwbod","unk","5","11,18,24,35"
"cym","gwbwl","all.ADJ+SM","1","26"
"cym","gwch","boat.N.M.SG+SM","1","5"
"cym","gwddwg","unk","1","35"
"cym","gweddi","prayer.N.M.SG","1","3"
"cym","Gweddi","name","1","5"
"cym","gweidda","unk","1","11"
"cym","gweiddi","shout.V.INFIN","4","7,11,22"
"cym","gweir","unk","1","11"
"cym","gweision","servant.N.M.PL","2","11,22"
"cym","gweithgareddau","activities.N.M.PL","1","23"
"cym","gweithiais","work.V.1S.PAST","1","3"
"cym","gweithiau","times.N.F.PL","3","19,28"
"cym","gwela","unk","1","7"
"cym","gwelais","see.V.1S.PAST","2","14,24"
"cym","gwelaist","see.V.2S.PAST","1","9"
"cym","gweli","see.V.2S.PRES","4","4,7"
"cym","gwella","improve.V.2S.IMPER[or]improve.V.3S.PRES[or]improve.V.INFIN","2","20"
"cym","gwellhad","unk","1","11"
"cym","gwellt","grass.N.M.SG","1","11"
"cym","gwelwch","see.V.2P.IMPER","6","5,8,14,25,38"
"cym","gwely","bed.N.M.SG","27","8,11,20,21,22,23,33,35,37,42"
"cym","gwên","smile.N.F.SG","1","25"
"cym","Gwener","Friday.N.F.SG","32","5,7,9,12,14,19,20,23,29"
"cym","gwenid","pierce.V.0.IMPERF.LITERARY[or]smile.V.0.IMPERF","1","4"
"cym","gwenidog","unk","1","4"
"cym","gwenith","smile.V.3S.FUT.SPOKEN","5","8"
"cym","gwenoliaid","unk","1","23"
"cym","gwenwyn","poison.N.M.SG","1","7"
"cym","gwenyn","unk","2","7"
"cym","gwerin","folk.N.F.SG","12","4,10,12,25"
"cym","gwers","lesson.N.F.SG","6","19,28"
"cym","gwersi","lessons.N.F.PL","4","22,32"
"cym","gwersyllt","unk","1","28"
"cym","gwerth","value.N.M.SG[or]sell.V.3S.PRES","2","3,24"
"cym","gwerthfawrogi","appreciate.V.INFIN","1","11"
"cym","gwerthu","sell.V.INFIN","29","6,7,8,10,12,14,16,20,23,26,30,31,32,36,37,39"
"cym","gwerthy","unk","1","37"
"cym","gwesty","hotel.N.M.SG","2","20,33"
"cym","gwethfawrogi","unk","1","4"
"cym","gweu","knit.V.INFIN","1","26"
"cym","gweud","unk","4","26,35,42"
"cym","gwialen","unk","2","11,21"
"cym","gwinio","unk","1","39"
"cym","Gwilym","name","1","14,23,26,32,38"
"cym","gwir","truth.N.M.SG","32","3,4,5,8,12,14,18,19,22,23,24,28,35,36,39"
"cym","gwirfoddolwr","volunteer.N.M.SG","5","26"
"cym","gwirfoddolwyr","volunteers.N.M.PL","1","26"
"cym","gwirion","check.V.1P.PAST.SPOKEN[or]check.V.3P.PAST.SPOKEN","2","4"
"cym","gwirioni","dote.V.INFIN","3","4,26"
"cym","gwisgo","dress.V.INFIN","13","3,11,26,28,32,37"
"cym","gwlad","country.N.F.SG","4","5,19,23"
"cym","gwlan","unk","4","32"
"cym","gwlân","unk","3","22,35"
"cym","gwlâu","unk","2","23"
"cym","gwledda","feast.V.INFIN","1","2"
"cym","gwledydd","countries.N.F.PL","1","2"
"cym","gwleidyddiaeth","politics.N.F.SG","1","5"
"cym","gwmni","company.N.M.SG+SM","4","2,5,24"
"cym","gwn","know.V.1S.PRES","1","32"
"cym","gwnes","do.V.1S.PAST.SPOKEN","1","22"
"cym","gwneud","make.V.INFIN","63","1,3,4,5,7,8,10,11,12,14,18,19,20,21,23,26,28,31,32,34,35,38,39"
"cym","gwnewch","do.V.2P.IMPER","1","11"
"cym","gwnïo","sew.V.INFIN","3","10,24"
"cym","gwobrau","prizes.N.MF.PL","1","36"
"cym","gwpanau","cups.N.MF.PL+SM","1","31"
"cym","gwpaniad","unk","1","39"
"cym","gwr","fringe.N.M.SG+SM","3","6,14"
"cym","gŵr","man.N.M.SG","46","1,2,4,5,6,7,9,12,15,16,19,22,24,28,30,31,34,35,37,42"
"cym","gwraig","wife.N.F.SG","40","2,6,7,8,14,16,19,23,24,28,30,31,36,41,42"
"cym","gwranda","listen.V.2S.IMPER","8","19,25,42"
"cym","gwrandewch","unk","2","11,37"
"cym","gwrandwch","listen.V.2P.IMPER","1","11"
"cym","gwrdd","meeting.N.M.SG+SM[or]meet.V.INFIN+SM","3","5,24,42"
"cym","gwrddais","meet.V.1S.PAST+SM","1","7"
"cym","gwreiddiau","roots.N.M.PL","1","41"
"cym","gwreiddiol","original.ADJ","1","37"
"cym","gwres","warmth.N.M.SG","1","22"
"cym","gwrs","course.N.M.SG+SM","16","11,15,19,20,22,25,31,37"
"cym","gwrtaith","unk","1","32"
"cym","gwrthod","disallow.V.INFIN[or]refuse.V.INFIN","1","6"
"cym","gwthio","shove.V.INFIN","2","11,18"
"cym","gwybo","unk","8","30,37,39"
"cym","gwahanol","different.ADJ","28","1,3,5,9,10,12,14,20,21,23,25,26,28,30,33,36,37,41"
"cym","gwydryn","unk","2","23"
"cym","gwyl","unk","2","26"
"cym","Gŵyl_Ddewi","name","4","41"
"cym","Gŵyl_Dewi","name","2","35,41"
"cym","gwyliau","holidays.N.F.PL[or]holidays.N.F.PL","14","5,10,19,20,28,29,37,38"
"cym","gwylie","unk","2","37"
"cym","gwylio","watch.V.INFIN","8","14,26,37"
"cym","gwyllt","wild.ADJ","2","9,16"
"cym","gwylltio","fly_into a temper.V.INFIN","2","11,21"
"cym","gwympo","fall.V.INFIN+SM","1","6"
"cym","gwyn","complaint.N.MF.SG+SM","20","4,7,8,9,19,22,23,26,34"
"cym","gwyneb","face.N.M.SG","2","31,34"
"cym","gwynebau","faces.N.M.PL","1","4"
"cym","gwynebu","unk","1","14"
"cym","gwynt","wind.N.M.SG","31","2,3,4,7,8,9,12,14,19,22,23,32"
"cym","gwyntog","unk","4","4,9,39"
"cym","gwŷr","men.N.M.PL[or]husbands.N.M.PL","1","6"
"cym","gwyrdd","green.ADJ","14","8,9,11,21,22,26,34,37"
"cym","gyd","joint.ADJ+SM","27","3,4,6,7,8,11,12,14,19,21,23,26,33,42"
"cym","Gyda","name","1","42"
"cym","gydiol","connected.ADJ+SM","1","6"
"cym","gydnabod","acknowledge.V.INFIN+SM","1","11"
"cym","gyfardfod","unk","1","36"
"cym","gyfarfod","meet.V.INFIN+SM","1","5"
"cym","gyfarth","bark.V.INFIN+SM","1","32"
"cym","gyfarwydd","skilled.ADJ+SM[or]familiar.ADJ+SM","1","20"
"cym","gyfeillion","mates.N.M.PL+SM","4","5"
"cym","gyfeiriad","direction.N.M.SG+SM","1","24"
"cym","gyfenw","unk","1","28"
"cym","gyfforddus","comfortable.ADJ+SM","5","3,30,32"
"cym","gyffredin","common.ADJ+SM","1","11"
"cym","gyffrous","exciting.ADJ+SM","1","37"
"cym","gyfieithu","translate.V.INFIN+SM","1","24"
"cym","gyfle","opportunity.N.M.SG+SM","1","5"
"cym","gyflym","fast.ADJ+SM","2","11,18"
"cym","gyfneither","unk","3","30,31"
"cym","gyfnewidiol","variable.ADJ+SM","1","14"
"cym","gyfnither","unk","2","19,24"
"cym","gyfnodau","periods.N.M.PL+SM","1","21"
"cym","gyfrinach","secret.N.F.SG+SM","1","11"
"cym","gyfrwng","medium.N.M.SG+SM","1","26"
"cym","gylch","circle.N.M.SG+SM","1","3"
"cym","gylfinir","unk","2","24"
"cym","gymanfa","Cymanfa.N.F.SG+SM","19","3,5,7,11,15,30,35,36,41"
"cym","gymanfaoedd","unk","1","15"
"cym","gym","unk","3","38"
"cym","gymdeithas","society.N.F.SG+SM","9","5,6,11,32,39"
"cym","Gymdeithas","name","1","24"
"cym","gymdeithasu","associate.V.INFIN+SM","1","34"
"cym","gymdoges","unk","3","7,30"
"cym","gymerais","take.V.1S.PAST+SM[or]take.V.1S.PAST+SM","1","8"
"cym","gymerodd","take.V.3S.PAST+SM[or]take.V.3S.PAST+SM","1","19"
"cym","gymeryd","take.V.INFIN+SM","5","5,9,19"
"cym","gymraeg","unk","2","5,31"
"cym","gymro","unk","1","31"
"cym","Gymro","Welsh_person.N.M.SG+SM","4","15,28,36,42"
